state;City;share_white;share_black;share_native_american;share_asian;share_hispanic;Median_Income;percent_completed_hs;poverty_rate
PA;Allentown ;58.5;12.5;0.8;2.2;42.8;36930;77.3;26.5
IL;Allenville village;100;0;0;0;2;44375;69.1;4.1
MO;Allenville village;99.1;0;0;0;0;45000;78.4;10.3
NJ;Allenwood ;97.7;0.1;0;0.9;2.8;94750;97.6;0
PA;Allenwood ;95;4.4;0;0.3;1.2;48654;78.6;16
IA;Allerton ;99.2;0;0.2;0;0.2;39688;89.1;25.9
IL;Allerton village;97.6;1;0;0;0.3;60000;93;4.3
AL;Allgood town;79.6;0.6;0.3;0.6;49.4;42009;48.1;27.7
NE;Alliance ;87.5;0.5;4.6;0.3;12.3;48631;89.9;19.1
OH;Alliance ;84.6;10.5;0.2;0.8;1.9;31914;84.5;25.4
NC;Alliance town;80.7;15.9;0.3;0.4;3.1;40982;75.4;17
MS;Alligator town;15.9;82.2;0;0.5;1;29250;73.8;40.9
PA;Allison ;89;8.3;0.2;0.5;0.2;35943;95.6;15.1
IA;Allison ;99.4;0;0;0.1;0.2;52750;94.1;8.5
PA;Allison Park;94.4;1.5;0.1;3.1;0.9;76588;96.7;5.7
VA;Allisonia ;91.5;6.8;0.9;0.9;0;58333;90.1;0
WI;Allouez village;89.7;5;1;1.8;2.7;66309;91.6;4.7
NJ;Alloway ;94.2;2.7;0.4;0.7;1;82917;97.2;3.1
PA;Allport ;98.9;0.4;0;0;1.1;NA;85.3;42.9
AR;Allport town;11.3;80.9;0;0;0;22222;80.5;44.4
WA;Allyn ;93.9;0.6;0.4;1.4;2.3;67237;93.9;3.4
WI;Alma Center;92.8;0;0.2;0.2;6.4;37875;87.7;18.3
AR;Alma ;91.4;1.7;1.9;0.4;4.2;48859;88.7;21
GA;Alma ;52.7;40.5;0.1;0.7;7.2;29861;77.1;30.4
KS;Alma ;96.4;0.1;1;0;3.7;43889;93.4;8.8
MI;Alma ;92.8;0.9;0.6;0.8;8.1;34201;90.8;29
MO;Alma ;97.3;0.5;0;0.2;0.5;49500;85.9;4.9
NE;Alma ;99.1;0;0.1;0;0.6;45000;92.1;16.1
WI;Alma ;98.5;0.1;0.4;0.1;0.6;39239;92.8;7
CO;Alma town;93.3;0.4;1.1;0;7;45000;98.6;20.5
TX;Alma town;83.1;0;0;0;22.7;51776;62.3;5.8
IL;Alma village;99.4;0.3;0.3;0;0;31250;86.3;29.4
CA;Almanor ;NA;NA;NA;NA;NA;NA;NA;NA
PA;Almedia ;97.6;0.8;0;0.6;0.4;45750;92.2;13.5
KS;Almena ;97.5;0.5;0.2;0;2.7;39896;93.2;9.9
WI;Almena village;96.2;0.1;0.9;0.3;0.7;38313;84.1;16.4
WA;Almira town;95.1;0;0.7;0.7;1.8;44167;87.8;16.9
NY;Almond village;97.4;0;0;0.6;1.5;48864;95.8;20.7
WI;Almond village;94;0.2;0.4;0.4;13.2;43000;84.6;26.9
ND;Almont ;100;0;0;0;0;55625;92.1;3.1
MI;Almont village;93.1;0.3;0.3;0.2;7.4;46111;89.7;7.1
AR;Almyra town;97.9;2.1;0;0;0;41042;91.4;21.7
OR;Aloha ;70.9;2.6;1;8.9;21.1;65765;88.1;14.9
CA;Alondra Park;43.2;9.4;0.4;16.2;50.1;56631;77.9;23.2
IL;Alorton village;0.9;97.7;0;0;0.2;20600;80.5;48
CA;Alpaugh ;37.1;0.4;1.1;0.4;84.5;27222;43.3;48
MI;Alpena ;96.8;0.5;0.4;0.7;1;34087;89.6;24.3
AR;Alpena town;93.9;0;2;0.3;1.5;26250;80;31.7
SD;Alpena town;86.7;0;0.7;0;23.8;59444;74.1;9.6
NJ;Alpha borough;93.1;2.4;0;1.5;5.3;58804;90.4;9.6
MN;Alpha ;94;0;0;2.6;0.9;158036;98.6;8.6
IL;Alpha village;97.5;0.4;0;0.1;1.9;42500;94.3;5.4
MI;Alpha village;100;0;0;0;0;23750;88.2;12
GA;Alpharetta ;70;10.9;0.2;13.4;8.5;92839;96.7;6.4
NJ;Alpine borough;68.1;2.4;0.1;26.1;4.8;111146;95.8;10.8
AZ;Alpine ;95.9;0;0.7;0;6.2;NA;86.3;20
CA;Alpine ;87.3;1.2;1.6;2.2;14.6;77883;90.3;8.8
CO;Alpine ;93.1;0.6;1.1;1.1;11.5;NA;100;0
OR;Alpine ;90.6;0;0.6;2.3;7;NA;100;0
TX;Alpine ;85.4;1.4;1.2;0.8;51.2;35941;86.4;13.7
UT;Alpine ;95.7;0.6;0.2;0.9;2.4;92305;97.4;7.5
WY;Alpine Northeast;98;0;0;1;2;NA;100;0
WY;Alpine Northwest;96.7;0;0;0.4;6.6;125375;100;0
WY;Alpine town;95.2;0.4;0.2;0.5;5.6;65417;93.1;13.6
CA;Alpine Village;79.8;0;16.7;0.9;5.3;66667;90.3;3.4
PA;Alsace Manor;98.7;0.2;0.2;0;0.6;43720;84.9;3.2
OR;Alsea ;94.5;0;1.2;0;9.1;55417;93.5;2.1
ND;Alsen ;100;0;0;0;0;100250;100;0
IL;Alsey village;96.5;1.8;0;1.3;3.1;31250;86.2;25.4
IL;Alsip village;68;18.1;0.4;2.3;19.9;53517;84;10.2
GA;Alston town;84.3;12.6;0;0;1.3;41250;83.8;14.5
CA;Alta ;97;0.2;0.5;0.8;3.8;54773;95;13.8
WY;Alta ;97.7;0;0.3;0.5;1.8;54667;100;3.5
IA;Alta ;91.3;1.6;0.2;1.2;15.7;46458;88.1;12.7
CA;Alta Sierra;93.1;0.3;0.8;1.1;7.1;61167;96.7;2.5
UT;Alta town;93.5;0;0.3;1.3;4.2;64205;100;31.2
IA;Alta Vista;99.6;0;0;0;1.1;40000;93.1;8
KS;Alta Vista;98.2;0.7;0.2;0.2;4.3;43409;92.2;14.9
CA;Altadena ;52.8;23.7;0.7;5.4;26.9;86050;89.5;11
NC;Altamahaw ;93.7;3.2;0;0;4;85208;89;2.8
OR;Altamont ;86.4;0.7;3.8;0.8;10.5;40245;89.3;17.7
PA;Altamont ;98.3;0.2;0;0.2;1.3;52841;91.8;14
IL;Altamont ;99.5;0.1;0.1;0;0.5;39485;81;14.5
KS;Altamont ;92.7;0.6;1.9;0;2.5;47321;93.6;17.3
SD;Altamont town;97.1;0;0;0;0;41750;70;0
TN;Altamont town;98.5;0;0.6;0;1;25641;62.7;31.3
UT;Altamont town;96;0;2.2;0;1.3;71500;93.4;11.4
MO;Altamont village;99.5;0;0.5;0;0;26250;73.8;25.7
NY;Altamont village;96.5;0.7;0.2;1.3;2.2;80078;97.5;6.6
FL;Altamonte Springs;72.5;13.8;0.3;3.4;24.3;48542;93.2;13.1
VA;Altavista town;70;25.8;0.1;0.6;1.7;31776;79.7;20.6
MO;Altenburg ;99.1;0.3;0;0;0;58603;89;3.8
FL;Altha town;95.1;1.3;0;0.2;4.9;38859;93.9;30.3
AR;Altheimer ;10;88.1;0;1;1.4;35438;80;22.8
NY;Altmar village;96.3;1;0.5;0;1.2;27386;75.5;44.9
TX;Alto Bonito;87.1;0;0;0;100;17656;0;31.9
CA;Alto ;87.1;1.1;0.3;4.2;7.2;61283;96.2;10.9
IL;Alto Pass;84.9;0.8;2;0.5;25.1;29931;79.5;22.3
GA;Alto town;57.8;2.3;0.3;3.5;43.6;34432;54.1;42.1
TX;Alto town;62.7;24.7;0;0.1;20.9;17670;83.1;45.6
NH;Alton ;99;0.2;0;0.4;0.8;41429;90.9;0
IL;Alton ;68.5;26.6;0.2;0.5;1.9;36250;90.3;24.4
IA;Alton ;95.9;0.7;0.3;0.7;4.7;62232;88.8;7.2
KS;Alton ;97.1;0;0;0;0;29722;85.4;31.9
MO;Alton ;95.6;0.5;0.7;0;1.4;22353;73.1;39.1
TX;Alton ;97;0.2;0.1;0.1;93.6;27726;54.8;42.7
IN;Alton town;96.4;0;0;0;3.6;30000;65.8;25
UT;Alton town;89.1;0;2.5;2.5;5;58000;100;27.3
CO;Altona ;94.4;0.8;0.4;2;5.2;90114;100;10.2
NY;Altona ;63.4;32.9;0.5;0.4;9.9;31900;69.8;20.9
IN;Altona town;98.5;0;0.5;0;1;36875;88;7.9
IL;Altona village;97.4;0;0;0.4;4;47500;88;9.6
FL;Altoona ;98.9;0;0;1.1;1.1;46343;69.4;14.6
WA;Altoona ;79.5;0;7.7;0;5.1;NA;100;0
IA;Altoona ;95.1;1.1;0.1;1.1;2.9;69748;94.9;6.1
KS;Altoona ;95.2;0;1.2;0;2.9;35250;78.3;19.4
PA;Altoona ;93.8;3.3;0.1;0.4;1.3;36215;89.1;22.1
WI;Altoona ;93.5;0.9;0.4;1.9;2.5;51675;94.8;6.9
AL;Altoona town;95.8;1.7;0.2;0.2;1.1;27566;66.9;27.5
MN;Altura ;96.6;0.4;0;0;10.3;63125;94.5;5.7
FL;Alturas ;87.9;3.6;0.4;0.4;17.1;43350;79.8;22.8
CA;Alturas ;86;0.5;2.9;1.6;12.3;29730;88.2;21.7
AR;Altus ;96.3;0.1;1.1;1.2;2.8;30956;80.7;12.8
OK;Altus ;68.6;9.6;1.7;1.4;23.7;38083;79.8;17.7
WV;Alum Creek;98.9;0.2;0.2;0.2;1.1;35469;86.4;13.4
CA;Alum Rock;42.4;1.3;1.9;13.1;70.7;70346;68.2;11.4
FL;Alva ;97.5;0.3;0.3;0.5;3.7;57604;82.6;8
OK;Alva ;90;2;2.1;1.1;4.6;50151;88;19.6
IL;Alvan village;96.7;0.7;0.4;1.1;1.9;42125;85.2;16.8
MN;Alvarado ;88.2;0.3;0.3;0.3;16.3;45625;83.5;11.3
TX;Alvarado ;83.2;5.5;0.4;0.5;20.1;41466;75.6;16.2
TX;Alvin ;79.4;3.1;0.6;0.9;36.2;46261;83;16.6
NE;Alvo village;100;0;0;0;0;41429;93.2;11.2
IA;Alvord ;89.8;0;0;0;11.2;53750;95.5;3.9
TX;Alvord town;92.4;0.9;0.8;0.3;9.2;51042;90.6;13.2
OH;Alvordton ;95.9;2.8;0;0;1.8;21944;84.5;8.1
MT;Alzada ;100;0;0;0;0;41250;70;47.6
LA;Ama ;56.8;41.9;0.2;0;2;62689;87;7.7
TX;Amada Acres;92.4;0;0;0;100;NA;NA;NA
AZ;Amado ;67.1;0.7;3.4;0.7;48.5;50284;69.9;0
CA;Amador ;92.4;0;2.2;1.1;5.9;43750;95.6;27
NY;Amagansett ;92.3;1.1;0.2;1.9;10.2;93750;96.6;2.6
AR;Amagon town;93.9;0;3.1;0;3.1;23750;74.3;21.6
UT;Amalga town;89.3;0;0.8;0.6;10.7;58295;85.1;16
IA;Amana ;99.1;0;0;0;2.9;68625;98.7;0
WA;Amanda Park;67.9;0;19.8;2;31.3;28438;76.6;27.9
OH;Amanda village;96.6;0.9;0;0;1.4;50750;89.2;11.2
TX;Amargosa ;90.4;0;0;0;91.1;NA;53.3;0
TX;Amarillo ;77;6.6;0.8;3.2;28.8;47735;83.4;17
MI;Amasa ;97.5;0;2.5;0;1.1;29583;90.4;23.4
TX;Amaya ;96.8;0;0;0;100;32955;76.2;20
MO;Amazonia village;97.4;0.3;1;0;1;35000;75.7;17.8
OK;Amber town;90.5;0.2;7.2;0;2.4;43333;88.1;14.6
WI;Amberg ;94.4;0;1.7;0;5;21042;86.6;34.1
OH;Amberley village;85.7;9.5;0.1;3;1.3;115903;99;3.6
IN;Ambia town;77;0;0;0;43.5;35208;69.1;15.1
PA;Ambler borough;76.5;12.8;0.2;3.8;7.9;57108;91.7;6.6
AK;Ambler ;11.2;0.4;84.5;0;0;42344;78.7;21.4
WA;Amboy ;95.8;0.2;1.1;0.8;2.6;62212;94.3;10.8
IL;Amboy ;97.2;0.8;0.1;0.1;3.8;41591;85.1;14
MN;Amboy ;96.8;1.3;0.2;0.4;5.1;42344;90.8;12.1
IN;Amboy town;96.6;0.5;0;1;0.8;38000;83.7;13
PA;Ambridge borough;77.5;17;0.1;0.4;2.5;32169;88.1;20.9
GA;Ambrose ;65.5;16.8;0.3;0;25;17778;69.1;43.1
ND;Ambrose ;100;0;0;0;0;NA;89.5;0
LA;Amelia ;43.6;9;1.5;18.6;36.5;41702;53.2;28.6
VA;Amelia Court;68.9;24;0.7;0.6;7.2;NA;58.5;29.9
OH;Amelia village;95.1;1.6;0.3;0.7;1.9;60719;88.1;11.8
NY;Amenia ;88;3.7;0.6;1.5;13.9;58200;91.2;2.9
ND;Amenia ;92.6;0;3.2;0;0;63750;87.3;2.4
CA;American Canyon;38.9;7.9;0.7;32.9;25.7;75997;85.2;11.8
ID;American Falls;70.2;0.4;0.9;0.5;39;42308;75.1;16.1
UT;American Fork;92.6;0.4;0.5;0.9;7.4;65101;93.6;12.8
IN;Americus ;99.1;0.2;0.2;0.2;0.9;63558;90.9;23.5
GA;Americus ;30.6;63.5;0.3;1.8;4.6;24886;77.4;41.5
KS;Americus ;96.2;0;0.2;0.1;4.1;40455;89.3;11.2
WI;Amery ;97.3;0.1;0.8;0.3;2.2;38673;86.9;5.3
NE;Ames ;91.7;4.2;0;0;0;53088;100;0
IA;Ames ;84.5;3.4;0.2;8.8;3.4;41616;97.4;30.5
TX;Ames ;9.9;83.6;0.2;0.1;3.8;33000;89.7;34.7
WA;Ames Lake;90.5;0.4;0.3;4.4;2.4;125170;97.6;7.1
OK;Ames town;93.3;0.4;0.8;0;0.8;42188;85.7;7.9
NY;Ames village;99.3;0;0;0;1.4;61667;77.8;0
MA;Amesbury Town;96.3;0.7;0.2;0.7;1.9;76558;93.6;5.2
CA;Amesti ;54.3;0.3;1.2;2.6;65.4;49015;71.7;12.8
OH;Amesville village;88.3;3.2;0.6;4.5;2.6;46875;94.7;13
CO;Amherst ;96.6;0;0;0;22.4;NA;100;71.4
NH;Amherst ;99;0;0;0.7;0.8;112344;97.2;4.3
MA;Amherst Center;78.9;5.5;0.2;9.5;6.6;31342;96.5;41.8
OH;Amherst ;95.7;0.7;0.2;0.7;5.3;63354;91.7;8
TX;Amherst ;68.4;4.7;3.2;0;48.4;44904;72.9;23.8
WI;Amherst Junction;100;0;0;0;0.5;66042;96.3;4.5
VA;Amherst town;70.4;24.7;0.8;0.6;2.3;49960;78.1;5.8
NE;Amherst village;98.4;0;0.8;0.4;2;55469;96.2;3.5
WI;Amherst village;97.9;0.3;0;0.2;2.5;38603;88.3;21.7
WV;Amherstdale ;92.6;6.3;0;0;0;24250;78.8;18.5
ND;Amidon ;100;0;0;0;0;84375;93.8;6.3
TX;Amistad ;86.8;0;0;1.9;26.4;NA;100;0
LA;Amite ;43.6;54.5;0.1;0.6;1.5;49919;77.2;16.5
AR;Amity ;95.4;0.7;0.8;0.3;3.6;28611;89.8;41.3
OR;Amity ;83.9;0.7;2.5;0.4;15.5;53333;89.3;17.1
PA;Amity Gardens;93.3;2.8;0;1.3;2.9;66736;93.9;6.3
MO;Amity town;100;0;0;0;0;NA;46.7;66.7
NY;Amityville village;81.7;9.7;0.3;1.8;13.1;83125;92.2;10.9
ID;Ammon ;94.1;0.5;0.5;0.8;6.4;61725;94.6;8.5
IN;Amo town;98.8;0;1;0;0.2;52500;86.4;9.8
MO;Amoret ;94.2;0.5;0.5;0;4.7;23214;75.7;38.6
OK;Amorita town;59.5;0;2.7;0;24.3;13750;100;16.7
MS;Amory ;69.5;29;0.2;0.2;1.4;35394;75;23.3
MT;Amsterdam ;97.2;0;0.6;0;1.7;66111;83.6;3.2
MO;Amsterdam ;96.3;0.4;1.7;0;1.2;33125;80.7;23.8
NY;Amsterdam ;80.4;3.8;0.6;0.9;26.2;33917;80.1;28
OH;Amsterdam village;99;0;0.2;0.2;1;39250;75.9;16.3
LA;Anacoco village;93.2;1.8;3.1;0.8;3;61875;92.5;13.5
MT;Anaconda-Deer Lodge;93.1;0.4;3.1;0.3;2.9;39399;90.9;17.3
WA;Anacortes ;91.5;0.7;1;1.9;5;60419;94.6;10.3
TX;Anacua ;100;0;0;0;100;NA;100;0
OK;Anadarko ;33.1;4.7;48.6;0.7;11.9;30567;82.7;35.9
CA;Anaheim ;52.7;2.8;0.8;14.8;52.8;60752;75.8;16.5
HI;Anahola ;17.3;0.2;0.6;6.4;9.8;55313;89.2;16.9
TX;Anahuac ;66.4;14.4;0.3;0.6;25.5;44940;81.9;26.1
AK;Anaktuvuk Pass;7.1;0.3;83.3;0;2.2;66250;80.9;26.3
ND;Anamoose ;99.6;0;0.4;0;0;59500;89.5;4.5
IA;Anamosa ;91.1;6.4;0.4;0.7;2;41092;90.1;19.6
WV;Anawalt town;88.9;9.3;0;0;0.4;24219;66.4;28.8
CA;Anchor Bay;88.5;0.6;1.5;0.6;8.5;63967;93.6;0
AK;Anchor Point;90.2;0.3;3.8;0.9;2.2;51591;93.8;10.1
IL;Anchor village;96.6;0.7;2.1;0;0;47813;84.2;11.7
KY;Anchorage ;94.9;1.4;0;2.1;1.5;160000;99.6;5.1
AK;Anchorage municipality;66;5.6;7.9;8.1;7.6;78326;93;8.2
PA;Ancient Oaks;86;2.6;0.2;8.1;4.8;84219;96.3;2
KS;Andale ;98.7;0;0;0;2.3;72188;95.8;3.9
AL;Andalusia ;70.5;25.9;0.4;1;1.9;31968;81.1;24.5
IL;Andalusia village;97.8;0.7;0;0.3;2;65637;91.5;6.3
IA;Anderson ;93.8;0;0;6.2;0;NA;NA;NA
NJ;Anderson ;63.2;25.7;2;2.9;11.7;72167;100;0
SD;Anderson ;98.7;0;0;0.8;0.5;80250;86;4.6
AK;Anderson ;87.8;1.6;2.8;0.8;3.7;87708;98.6;0
CA;Anderson ;83.3;0.7;4.3;2.6;10.8;32536;85;24.6
IN;Anderson ;78.8;15.2;0.3;0.5;4.8;33644;84.2;25.7
MO;Anderson ;85.8;0.4;4.8;0.6;9.7;36400;72.7;20.6
SC;Anderson ;61.4;33.6;0.3;1;4.1;30526;79.7;25.3
TX;Anderson ;62.2;34.2;0.9;0;3.2;44219;83;19.8
WA;Anderson Island;95.5;0.5;0.4;0.9;4.1;44706;97.1;5.7
AL;Anderson town;97.9;0;0.4;0;0.7;34792;85.7;13.8
OH;Andersonville ;96.3;1.9;0;0.4;1.7;68393;93.8;14.2
TN;Andersonville ;98.5;0;0.4;0.2;1.5;37656;76.1;0
GA;Andersonville ;60.8;35.3;1.6;0;3.1;32625;67.3;21.4
NY;Andes ;96.4;0.8;0.4;0.8;6;46250;90.8;24.7
NJ;Andover borough;91.7;1.2;0.3;2.1;7.6;76875;91.3;4.4
MA;Andover ;89.4;1.7;0.1;5.1;4.3;72375;95.3;10.7
IA;Andover ;100;0;0;0;0;54063;89.3;0
KS;Andover ;93;1;0.6;1.8;4.8;83608;97.3;2.7
MN;Andover ;93.2;1.7;0.3;2.2;2;93932;95.8;4.5
SD;Andover town;95.6;0;0;0;16.5;NA;86.5;50
IL;Andover village;98.8;0;0.2;0;2.4;55536;92.3;1.6
NY;Andover village;97.7;0.3;0.1;0.1;1.3;48438;94.3;9.5
OH;Andover village;95.5;2.8;0.3;0.1;1.7;21688;81.7;17.5
IA;Andrew ;98.8;0.5;0;0;0.5;44583;83.7;12.7
MD;Andrews AFB;61.9;22.3;0.5;2.5;14;60662;97.1;6.7
FL;Andrews ;94.4;0.9;0.4;0.5;6;34069;73.1;6.4
TX;Andrews ;78.9;1.9;0.9;0.7;50.2;71182;75.3;13.5
IN;Andrews town;96.3;0.3;1;0.3;1.9;30417;82.2;29.9
NC;Andrews town;88.8;1.3;1.1;0.1;7.5;22941;70.2;38
SC;Andrews town;31.6;64.9;0.5;0.8;3.6;31173;81.9;37.5
AZ;Anegam ;0;0;98.7;0;4.6;NA;81.6;49.4
ND;Aneta ;96.8;0;0.9;0;0.9;35417;86.8;13.3
UT;Aneth ;1;0;97.6;0;1.6;32625;67.1;42.2
NM;Angel Fire;87.7;0.4;0.9;0.9;17.4;56645;96;7.4
WI;Angelica ;100;0;0;0;0;56250;80.6;8
NY;Angelica village;97.9;0;0.3;1.2;0.7;45417;93.4;12.2
CA;Angels ;86.8;0.3;1.3;1.3;13;57829;91.2;19
LA;Angie village;68.9;25.9;0;0;2.8;53750;86.5;19.8
NC;Angier town;61.7;21.7;0.8;0.6;20.3;43010;85.3;9.6
MN;Angle Inlet;100;0;0;0;0;NA;100;0
TX;Angleton ;71.7;12.4;0.6;1.1;30.5;52890;79.9;13
IN;Angola ;93.6;1.4;0.3;0.8;6.3;40107;86;20.6
NY;Angola on;96.9;0.5;1.4;0.1;1.4;40833;90.3;7.6
NY;Angola village;95;0.6;2.1;0.1;3;52950;90.1;11.2
AK;Angoon ;10.5;0.9;75.8;0;7.8;32750;86.7;17.8
MS;Anguilla town;21.2;77.8;0.1;0.1;0;32083;81.4;31.4
TX;Angus ;81.4;6.5;1.2;0.7;14.5;34792;72.8;37.4
CA;Angwin ;69.6;4.6;0.7;11.1;20.5;61531;89.6;11.7
AK;Aniak ;20.4;0.2;69.5;0;1.2;60500;83.8;19
NM;Animas ;89;0;0.4;0;13.5;61029;91.1;6.6
IA;Anita ;99.5;0;0;0.2;0.6;40429;93.7;13.3
WI;Aniwa village;99.2;0;0;0;0.8;35500;89.3;12.8
IA;Ankeny ;94.7;1.2;0.1;2;2.3;75465;97.3;7.8
WV;Anmoore town;97;1.3;0.4;0.4;1.7;26429;83.8;35.1
MI;Ann Arbor;73;7.7;0.3;14.4;4.1;55990;96.4;23.4
IL;Anna ;95.7;1.1;0.6;0.4;2.9;38320;76.5;26.3
TX;Anna ;78.4;7.7;1.1;0.8;20.9;69663;88;12.6
FL;Anna Maria;97.9;0.3;0.7;0.5;3.1;47917;99.2;7.2
OH;Anna village;97.4;0.4;0.4;0.2;0.6;65521;96;4.9
UT;Annabella town;99;0;0.4;0.1;0.5;57969;94.7;4.1
MO;Annada village;96.6;3.4;0;0;0;23750;95.8;23.8
NJ;Annandale ;86.6;2.5;0.4;7.3;4.7;112750;96.5;3.6
VA;Annandale ;50.4;8.6;0.5;24.6;27.6;79774;84.4;11.3
MN;Annandale ;96.3;0.5;0.2;0.3;3.1;46962;88.3;15.2
IL;Annapolis ;100;0;0;0;0;NA;100;10
MD;Annapolis ;60.1;26;0.3;2.1;16.8;72214;87.9;10.1
MO;Annapolis ;99.1;0;0.3;0;0.9;26875;73.8;35.4
MD;Annapolis Neck;87.1;7.3;0.3;1.6;3.6;126979;95.9;1.7
IL;Annawan town;97.2;0.6;0;1.4;1.6;46458;93.9;9.4
TX;Annetta North;95.9;0;0.6;0.8;6.2;105714;93.9;4.3
TX;Annetta South;97.1;1.5;0.2;0.2;3;112917;99.5;6
TX;Annetta town;96.3;0.2;0.9;0.5;3.3;120179;95.5;6.7
OR;Annex ;84.7;1.3;1.3;0.4;21.7;39583;79.4;16.4
AL;Anniston ;44.7;51.5;0.3;0.8;2.7;29681;79.8;31.7
MO;Anniston town;97.4;2.2;0;0;0;28438;69;27.5
TX;Annona town;39;28.6;0.6;0;39.7;27188;69.5;37.9
KY;Annville ;98.5;0.1;0.8;0;1.6;NA;68.2;14.4
PA;Annville ;94.4;1.5;0.1;1.4;3.8;47043;90.7;14.4
MN;Anoka ;88;4.7;1;1.8;4.2;45820;89.7;13.5
NE;Anoka village;100;0;0;0;0;NA;100;0
NE;Anselmo village;98.6;0;0;0;2.8;46250;88.7;12.4
NE;Ansley village;98;0;0.5;0;1.4;39722;92.2;9.6
ME;Anson ;97.9;0.5;0.8;0;0.5;43750;89.1;23.3
TX;Anson ;78.6;2.9;0.5;0.5;36.9;43917;77.9;19.8
CT;Ansonia ;77.6;11.6;0.3;1.9;16.7;43305;87.5;19
OH;Ansonia village;98.8;0;0.3;0.2;1.6;35078;83.2;28.7
NC;Ansonville town;26.9;70.5;0;0.8;2.5;29583;82.4;21.5
WV;Ansted town;96.7;2.7;0.2;0;0.9;41000;81.4;13.9
AZ;Antares ;83.3;0;4.8;1.6;11.1;25417;60.9;40.7
CA;Antelope ;63.8;8.8;0.9;13.3;14.5;63607;91.2;13
MT;Antelope ;92.2;0;2;0;3.9;NA;85.3;0
SD;Antelope ;1.6;0;97.9;0.5;0.7;23393;60.7;40.9
OR;Antelope ;91.3;0;2.2;2.2;0;29375;100;0
WY;Antelope Hills;91.8;0;6.2;0;3.1;NA;NA;NA
WY;Antelope Valley-Crestview;92.7;0.9;0.7;0.7;6.5;87901;91.5;1.9
AZ;Anthem ;89.7;1.9;0.6;2.6;9.2;85893;96.7;2.9
IA;Anthon ;97.2;0;0.2;0;2.5;37159;90.8;17.4
KS;Anthony ;94;0.5;1.3;0.2;4;37826;87.5;17
TX;Anthony town;72;9.2;2.3;0.9;69.4;33341;78.2;26.6
AR;Anthonyville town;8.7;89.4;0;0;0;19400;47;16
MD;Antietam ;100;0;0;0;0;111202;100;18.8
WI;Antigo ;95.1;0.5;1.4;0.4;2.7;34225;88.1;22.1
UT;Antimony town;91.8;0;2.5;1.6;4.1;40625;89.3;3.4
CA;Antioch ;48.9;17.3;0.9;10.5;31.7;64329;86.9;15.4
IL;Antioch village;88.8;3.1;0.2;3.7;8.5;76012;95.1;9.1
OH;Antioch village;97.7;1.2;0;0;0;42250;90.6;10.9
ND;Antler ;96.3;0;3.7;0;3.7;NA;80;20
OK;Antlers ;74.8;0.9;17.9;0.2;3.9;27883;79.3;34.5
AR;Antoine town;90.6;6.8;0;0.9;1.7;40000;78.7;9.8
NM;Anton Chico;61.2;0;3.7;2.7;88.8;NA;82.1;0
TX;Anton ;77.3;3.2;0.6;0.1;47.7;41875;67.6;22.8
CO;Antonito town;67.9;0.8;4.4;0.1;85.1;21087;89.1;35.4
SC;Antreville ;87.1;12.1;0;0;0;27446;42.7;3.3
NH;Antrim ;97.1;0.3;0.4;0.6;1.4;55703;90.9;9.1
NY;Antwerp village;94.6;1.7;0.3;0;3.1;50139;87;9.1
OH;Antwerp village;96.6;0.7;0.1;0.1;4.8;36250;88.6;19.8
AK;Anvik ;3.5;0;92.9;0;0;26563;94.2;16.3
CA;Anza ;80;1.1;1.9;1.2;26.2;34153;86;13
NM;Anzac Village;1.9;0;96.3;0;3.7;86705;100;0
NM;Apache Creek;95.5;0;0;0;13.4;NA;100;0
AZ;Apache Junction;89.5;1.2;1.1;0.8;14.4;35671;85.5;24
OK;Apache town;65.6;0.3;27.6;0.2;4.6;32837;83.4;25
FL;Apalachicola ;66.9;26.4;0.6;0.3;6.6;40323;83.7;10
NY;Apalachin ;97.2;0.3;0.1;0.6;1.1;51856;92.7;1.4
NC;Apex town;79.5;7.6;0.3;7.1;7.1;90654;96.1;4.6
TN;Apison ;95.8;1;0.6;0.7;3.4;56905;94.4;14.3
IA;Aplington ;99.2;0.1;0;0.2;0.3;51838;87.3;11.8
FL;Apollo Beach;86.4;5.9;0.4;2.5;12.7;72529;94.4;10.4
PA;Apollo borough;94.4;2.3;0.2;0.5;0.9;38250;84.2;20.1
FL;Apopka ;64.3;20.7;0.3;3.2;25.4;58885;86.6;14.6
VA;Appalachia town;95.5;3;0.2;0.1;0.6;32932;76.3;36.9
IL;Apple Canyon;99.1;0.4;0;0.4;1.1;73750;90.7;9.5
OH;Apple Creek;97.7;0.3;0.3;0.7;3.7;50134;86.8;10.4
WV;Apple Grove;97.5;0;0;0.5;0;NA;67.5;8
VA;Apple Mountain;90.6;1.4;1.5;1.7;7.6;78370;94.4;7.8
IL;Apple River;98.1;0.3;0.5;0;0;33750;90;9.9
OH;Apple Valley;96.9;1.1;0.3;0.6;1.4;59915;92.5;7.5
MN;Apple Valley;83.8;5.5;0.4;5.3;4.9;80478;95.5;7.5
CA;Apple Valley;69.1;9.1;1.1;2.9;29.2;47938;86;20.6
UT;Apple Valley;94.3;0;3;0.1;3.3;55227;92.3;13.2
TX;Appleby ;92.6;2.7;1.3;1.3;5.9;58750;93.3;9.1
MI;Applegate village;93.1;3.2;0;2.4;3.2;36094;85.1;11.8
MN;Appleton ;92.8;1.3;1.1;0.5;4.2;32311;87.2;20.1
